what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1294826358890
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1294826358906
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1294826358906
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1294826358906
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1294826358921
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1294826358921
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1294826358921
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1294826358937
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1294826358953
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1294826358968
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1294826359000
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1294826359000
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1294826359015
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1294826359031
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1294826359031
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1294826359031
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1294826359062
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1294826359062
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1294826359078
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1294826359093
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1294826359093
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1294826359109
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1294826359109
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1294826359125
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1294826359140
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1294826359187
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1294826359187
started,bundle,org.tigris.subversion.subclipse.core,1.6.12,"org.tigris.subversion.subclipse.core",1294826359187
started,bundle,org.tigris.subversion.subclipse.ui,1.6.12,"org.tigris.subversion.subclipse.ui",1294826359250
started,bundle,com.instantiations.designer.core,8.0.0.r35x201009160631,"com.instantiations.designer.core",1294826359250
started,bundle,com.instantiations.designer.core.lib,8.0.0.r35x201009160631,"com.instantiations.designer.core.lib",1294826359593
started,bundle,com.instantiations.eclipse.ui,8.0.0.r35x201009131432,"com.instantiations.eclipse.ui",1294826359593
started,bundle,org.eclipse.cdt.core,5.1.2.201002161416,"org.eclipse.cdt.core",1294826359625
started,bundle,org.eclipse.cdt.make.ui,6.0.1.201002161416,"org.eclipse.cdt.make.ui",1294826359734
started,bundle,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui",1294826360062
os,sysinfo,,,"win32",1294826360062
arch,sysinfo,,,"x86",1294826360062
ws,sysinfo,,,"win32",1294826360062
locale,sysinfo,,,"en_US",1294826360062
processors,sysinfo,,,"4",1294826360062
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1294826360062
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1294826360062
java.specification.name,sysinfo,,,"Java Platform API Specification",1294826360062
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1294826360062
java.specification.version,sysinfo,,,"1.6",1294826360062
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1294826360062
java.version,sysinfo,,,"1.6.0_23",1294826360062
java.vm.info,sysinfo,,,"mixed mode, sharing",1294826360062
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1294826360062
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1294826360062
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1294826360062
java.vm.specification.version,sysinfo,,,"1.0",1294826360062
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1294826360062
java.vm.version,sysinfo,,,"19.0-b09",1294826360062
started,bundle,com.instantiations.designer.rcp,8.0.0.r35x201009160649,"com.instantiations.designer.rcp",1294826360281
started,bundle,com.instantiations.designer.swt,8.0.0.r35x201009160641,"com.instantiations.designer.swt",1294826360296
started,bundle,com.instantiations.designer.swing,8.0.0.r35x201009160643,"com.instantiations.designer.swing",1294826360390
started,bundle,com.instantiations.designer.core.xml,8.0.0.r35x201009160634,"com.instantiations.designer.core.xml",1294826360500
started,bundle,com.instantiations.eclipse.debug,6.0.0.r35x201009131414,"com.instantiations.eclipse.debug",1294826360609
started,bundle,com.instantiations.eclipse.util,6.0.0.r35x201009131414,"com.instantiations.eclipse.util",1294826360671
started,bundle,com.instantiations.eclipse.startup,6.0.0.r35x201009131414,"com.instantiations.eclipse.startup",1294826360671
started,bundle,com.instantiations.eclipse.usageprofiler,6.0.0.r35x201009131414,"com.instantiations.eclipse.usageprofiler",1294826360875
started,bundle,com.instantiations.eclipse.usageprofiler.ui,6.0.0.r35x201009131414,"com.instantiations.eclipse.usageprofiler.ui",1294826360921
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1294826361109
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1294826361281
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1294826361687
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1294826362015
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1294826362046
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1294826362203
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1294826362281
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1294826362484
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1294826362593
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1294826362625
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1294826363234
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1294826363234
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1294826363437
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1294826487000
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1294826487046
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1294826487078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826490953
started,bundle,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms",1294826500343
started,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1294826500578
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1294826500812
error,log,,,"Unable to read C:\\AndroidManifest.xml: java.io.FileNotFoundException: C:\\AndroidManifest.xml (The system cannot find the file specified)",1294826503531
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1294826503593
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1294826503593
error,log,,,"Unable to read C:\\AndroidManifest.xml: java.io.FileNotFoundException: C:\\AndroidManifest.xml (The system cannot find the file specified)",1294826503609
error,log,,,"Unable to read D:\\myWorkspace\\Pro_Android_Games-4504\\workspace\\AndroidManifest.xml: java.io.FileNotFoundException: D:\\myWorkspace\\Pro_Android_Games-4504\\workspace\\AndroidManifest.xml (The system cannot find the file specified)",1294826516437
error,log,,,"Unhandled event loop exception",1294826523640
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826535625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1294826535656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826536843
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826538140
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826541625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826542906
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826545312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826565484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826566765
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826568281
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826570421
error,log,,,"New Project Wizard failed",1294826589015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826598046
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1294826598640
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1294826598671
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294826598718
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1294826598781
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1294826599234
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1294826599468
activated,perspective,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavaPerspective",1294826599515
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294826599562
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1294826599703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826603562
error,log,,,"Failed to load properties file for project 'SpaceBlaster'",1294826621937
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1294826621984
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1294826622031
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v201002021208,"org.eclipse.jst.jee.ui",1294826622687
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1294826622703
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.navigator.ui",1294826622906
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1294826624875
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826626625
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1294826626656
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294826628375
error,log,,,"Internal Error",1294826634515
error,log,,,"Internal Error",1294826634515
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1294826636796
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1294826636812
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1294826636812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1294826639031
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826645703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826657500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1294826660031
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1294826664828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826666218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826677156
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1294826683093
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1294826686953
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1294826696671
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1294826696687
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1294826697468
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1294826697484
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1294826702890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826711156
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826718531
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826728281
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826731250
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1294826731250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1294826731250
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731578
error,log,,,"Unable to get nature of project 'SpaceBlaster'.",1294826731593
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826735890
error,log,,,"New Project Wizard failed",1294826761046
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826767515
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1294826767531
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1294826773250
